,Latitude,Longitude,TVD_FT,Vintage,LateralLength_FT,WellsPerSectionSameZone,Payzone_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,CONDENSATE,DRY GAS,OIL,WET GAS,1ST BONE SPRING,2ND BONE SPRING,2ND BONE SPRING SAND,3RD BONE SPRING,3RD BONE SPRING SAND,LOWER AVALON,MIDDLE AVALON,UPPER AVALON,WOLFCAMP A LOWER,WOLFCAMP A UPPER,WOLFCAMP B LOWER,WOLFCAMP B UPPER,WOLFCAMP C,WOLFCAMP D,CHILD,CO-COMPLETED,PARENT,STANDALONE,EURWH_MBOE,OilEURWH_MBBL,GasEURWH_BCF
14298,31.287531,-103.543133,10336.0,2020,9663.0,4.0,128.0,111.28,2.54,176.03,0.097,0.072,0.23,0.7,0.13,9.48,0.08,10.3,2.94,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1747,1164,3.5
14299,31.326977,-103.506718,10901.0,2014,4024.0,1.0,326.0,76.29,2.56,59.29,0.09,0.069,0.21,0.73,0.54,22.58,0.041,13.4,2.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,319,216,0.6
14300,31.95593,-103.652531,8938.0,2016,4659.0,6.0,314.0,117.66,2.51,423.32,0.115,0.088,0.18,0.73,0.32,27.64,0.065,20.4,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1775,490,7.7
14301,31.673905,-104.19663,8653.0,2016,8865.0,1.0,144.0,67.45,2.53,67.43,0.099,0.085,0.2,0.73,0.64,12.25,0.024,3.5,1.77,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1114,335,4.7
14302,31.2054,-103.12589,10664.0,2018,7655.0,2.0,223.0,70.31,2.52,105.37,0.11,0.086,0.2,0.72,0.31,19.25,0.066,14.8,3.14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,799,633,1.0
14303,31.339453,-103.547063,10344.0,2018,8092.0,5.0,134.0,107.96,2.54,116.57,0.1,0.078,0.22,0.71,0.21,10.27,0.073,9.7,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1313,596,4.3
14304,31.985549,-104.267069,9243.0,2013,4442.0,1.0,326.0,88.08,2.56,123.26,0.089,0.068,0.23,0.7,0.3,22.04,0.054,17.7,2.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,658,198,2.8
14305,31.656194,-103.434838,11528.0,2014,4120.0,5.0,167.0,78.78,2.5,90.7,0.12,0.095,0.2,0.66,0.3,15.92,0.071,11.8,3.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,848,587,1.6
14306,31.096359,-103.330597,10670.0,2016,7378.0,1.0,160.0,75.32,2.51,31.48,0.133,0.106,0.21,0.68,0.33,16.9,0.062,9.9,3.74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,943,544,2.4
14307,32.639787,-103.515819,9664.0,2018,3867.0,1.0,159.0,78.05,2.58,136.89,0.075,0.066,0.14,0.79,0.67,10.49,0.019,3.0,1.96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,966,763,1.2
14308,32.253681,-104.050674,10775.0,2019,4538.0,2.0,285.0,85.55,2.54,68.87,0.097,0.076,0.22,0.71,0.43,21.54,0.051,14.4,2.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1324,378,5.7
14309,32.225134,-103.55878,9670.0,2020,9808.0,4.0,479.0,47.78,2.54,712.1,0.1,0.091,0.08,0.83,0.19,43.37,0.075,35.8,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,435,9.5
14310,32.281199,-103.625412,9666.0,2021,10347.0,2.0,473.0,58.38,2.47,1062.39,0.115,0.096,0.14,0.76,0.13,45.46,0.086,40.8,2.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2906,933,11.8
14311,31.142024,-103.425759,10450.0,2015,4179.0,1.0,111.0,95.85,2.52,155.08,0.113,0.086,0.26,0.67,0.33,9.22,0.058,6.4,3.54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,57,0,0.3
14312,31.098465,-103.133441,9901.0,2016,4520.0,1.0,504.0,94.83,2.56,130.66,0.091,0.069,0.24,0.7,0.22,34.61,0.055,27.5,2.92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,654,590,0.4
14313,31.49667,-103.3037,11664.0,2017,5904.0,1.0,324.0,69.72,2.53,3.89,0.102,0.109,0.24,0.64,0.38,35.32,0.061,19.9,3.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,674,487,1.1
14314,31.862868,-104.117361,10227.0,2015,9947.0,1.0,387.0,82.32,2.57,71.35,0.087,0.078,0.19,0.73,0.29,30.28,0.057,22.1,3.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2318,467,11.1
14315,31.466448,-103.498673,10497.0,2011,4212.0,2.0,257.0,81.45,2.58,28.56,0.078,0.063,0.21,0.76,0.36,16.07,0.042,10.9,2.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,259,106,0.9
14316,32.019578,-103.938972,10199.0,2020,6202.0,3.0,193.0,80.11,2.56,79.2,0.089,0.052,0.17,0.78,0.56,10.6,0.029,5.6,2.79,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,779,500,1.7
14317,32.225863,-103.581682,12523.0,2019,10190.0,3.0,232.0,60.68,2.58,291.81,0.075,0.066,0.13,0.82,0.44,15.08,0.04,9.2,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1839,1250,3.5
14318,32.267895,-103.994148,10840.0,2022,4916.0,3.0,221.0,83.4,2.55,74.87,0.093,0.072,0.22,0.7,0.65,15.96,0.026,5.8,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1305,353,5.7
14319,31.55594,-103.394711,11130.0,2020,7529.0,1.0,136.0,67.21,2.48,68.4,0.135,0.105,0.24,0.66,0.25,14.09,0.07,9.6,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1283,475,4.8
14320,31.969297,-103.646141,10533.0,2019,4661.0,6.0,407.0,77.3,2.59,57.4,0.069,0.058,0.18,0.76,0.37,23.66,0.042,17.1,2.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,723,372,2.1
14321,31.080378,-103.531829,10208.0,2019,7655.0,4.0,116.0,98.08,2.57,66.49,0.084,0.064,0.21,0.73,0.51,7.78,0.036,4.2,2.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1101,868,1.4
14322,31.35956,-103.511473,10502.0,2020,10104.0,6.0,178.0,104.68,2.56,134.47,0.096,0.078,0.22,0.71,0.31,13.69,0.071,12.6,3.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,898,434,2.8
14323,31.245023,-103.414102,10427.0,2022,9416.0,3.0,223.0,81.02,2.58,37.56,0.076,0.06,0.21,0.73,0.28,13.3,0.035,7.7,1.86,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1100,788,1.9
14324,31.259968,-103.100505,10403.0,2022,10088.0,5.0,165.0,90.82,2.51,69.47,0.12,0.089,0.23,0.68,0.36,14.61,0.059,9.7,3.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,601,411,1.1
14325,31.741454,-104.075728,9437.0,2021,8716.0,2.0,187.0,72.72,2.57,172.8,0.081,0.065,0.19,0.74,0.35,12.17,0.042,7.9,2.49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1599,473,6.8
14326,31.441709,-103.62036,10299.0,2022,9802.0,2.0,144.0,82.65,2.54,117.86,0.097,0.079,0.2,0.73,0.27,11.15,0.063,9.1,2.85,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1505,566,5.6
14327,31.687854,-103.985771,9949.0,2022,8025.0,2.0,193.0,74.08,2.56,196.57,0.086,0.07,0.19,0.74,0.39,13.59,0.046,8.9,2.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2430,864,9.4
14328,31.423614,-103.086649,10856.0,2018,7418.0,1.0,153.0,76.78,2.51,148.9,0.116,0.094,0.21,0.71,0.23,14.3,0.07,10.7,3.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1310,981,2.0
14329,31.970169,-103.903749,9085.0,2021,10372.0,4.0,431.0,65.06,2.57,46.22,0.082,0.068,0.16,0.77,0.34,29.26,0.044,18.8,1.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1215,770,2.7
14330,31.704629,-103.766621,11298.0,2015,4162.0,4.0,277.0,86.12,2.54,29.01,0.098,0.071,0.27,0.65,0.58,19.68,0.032,8.8,2.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,656,329,2.0
14331,31.460725,-103.449014,10735.0,2015,9696.0,3.0,173.0,93.68,2.54,133.03,0.101,0.078,0.21,0.71,0.32,13.73,0.057,9.9,3.34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1213,564,3.9
14332,31.707536,-103.700999,10851.0,2019,9224.0,1.0,130.0,98.95,2.53,135.97,0.108,0.087,0.19,0.72,0.25,11.17,0.066,8.6,3.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,624,392,1.4
14333,31.125747,-103.453791,10495.0,2019,6604.0,3.0,162.0,95.91,2.53,136.66,0.102,0.081,0.22,0.71,0.4,12.83,0.048,7.9,3.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1331,1236,0.6
14334,31.986229,-103.602172,10718.0,2022,4714.0,4.0,318.0,81.83,2.56,32.76,0.088,0.068,0.19,0.74,0.39,21.66,0.045,14.2,2.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,593,336,1.5
14335,31.955537,-104.130396,9407.0,2022,15839.0,3.0,133.0,86.31,2.58,83.61,0.076,0.061,0.19,0.75,0.53,8.1,0.034,4.5,3.18,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1970,899,6.4
14336,31.841072,-103.826273,10607.0,2018,7198.0,3.0,159.0,97.2,2.55,126.66,0.091,0.068,0.21,0.72,0.39,10.89,0.042,6.8,2.62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2117,1239,5.3
14337,31.847005,-103.493263,12005.0,2019,7397.0,3.0,139.0,86.44,2.53,124.4,0.104,0.083,0.21,0.71,0.29,11.5,0.057,7.8,2.98,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,508,384,0.7
14338,31.2095,-103.128317,9331.0,2019,7715.0,2.0,308.0,73.22,2.56,112.87,0.09,0.072,0.19,0.74,0.1,22.07,0.067,20.8,2.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,615,411,1.2
14339,31.163316,-103.616173,10583.0,2020,9889.0,3.0,393.0,72.39,2.58,90.84,0.078,0.066,0.19,0.74,0.57,26.03,0.043,16.9,2.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2632,1498,6.8
14340,31.884483,-103.683539,11521.0,2018,4822.0,1.0,163.0,96.67,2.56,178.55,0.085,0.064,0.22,0.71,0.4,10.47,0.038,6.1,2.38,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1663,1187,2.9
14341,31.230444,-103.378139,10301.0,2019,9874.0,2.0,200.0,79.26,2.57,47.76,0.078,0.062,0.21,0.72,0.26,12.3,0.04,8.1,2.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1103,815,1.7
14342,31.686018,-103.946803,9897.0,2021,7967.0,1.0,108.0,96.18,2.56,148.71,0.099,0.079,0.19,0.73,0.25,8.53,0.062,6.7,3.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1453,704,4.5
14343,32.688629,-103.961054,8471.0,2017,5713.0,2.0,416.0,73.5,2.6,86.61,0.075,0.06,0.15,0.8,0.53,24.8,0.025,10.5,0.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1168,630,3.2
14344,32.182653,-103.615635,11107.0,2019,4573.0,3.0,461.0,73.68,2.55,26.16,0.092,0.075,0.17,0.75,0.46,34.76,0.039,18.1,2.27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,933,633,1.8
14345,32.269773,-103.794462,10516.0,2022,12901.0,1.0,692.0,78.87,2.61,294.67,0.062,0.052,0.14,0.81,0.42,36.1,0.034,23.3,1.73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,983,661,1.9
14346,31.183798,-103.640712,10404.0,2018,10045.0,1.0,444.0,62.05,2.59,86.11,0.072,0.073,0.19,0.72,0.53,32.41,0.041,18.3,2.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1033,414,3.7
14347,31.823702,-103.979643,9841.0,2020,7174.0,4.0,223.0,47.61,2.56,177.94,0.089,0.066,0.16,0.77,0.47,14.8,0.039,8.8,2.32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1397,740,3.9
14348,31.953341,-104.12238,9397.0,2021,10054.0,4.0,148.0,85.95,2.59,60.95,0.07,0.057,0.19,0.75,0.58,8.47,0.031,4.7,3.18,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3144,935,13.3
14349,31.899113,-103.647553,10972.0,2022,9751.0,1.0,659.0,71.25,2.6,247.54,0.062,0.05,0.18,0.77,0.41,33.04,0.033,21.8,1.78,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1167,747,2.5
14350,31.69965,-103.354678,12019.0,2022,9885.0,4.0,124.0,81.36,2.5,73.42,0.125,0.098,0.21,0.69,0.33,12.11,0.073,9.1,3.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,939,664,1.6
14351,31.463106,-103.50576,10474.0,2023,8181.0,1.0,253.0,81.29,2.58,29.06,0.078,0.063,0.21,0.75,0.36,15.87,0.042,10.7,2.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,629,150,2.9
14352,31.378149,-103.521397,10550.0,2020,8078.0,3.0,126.0,98.92,2.55,111.07,0.101,0.072,0.2,0.72,0.32,9.31,0.053,6.6,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1131,752,2.3
14353,31.526135,-103.262544,11341.0,2014,4121.0,2.0,146.0,88.92,2.52,53.7,0.112,0.096,0.25,0.65,0.34,13.98,0.068,9.9,3.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,103,0,0.6
14354,31.770726,-103.251201,12501.0,2012,3360.0,3.0,364.0,71.43,2.52,115.38,0.111,0.09,0.18,0.72,0.34,32.77,0.064,23.3,3.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,579,487,0.6
14355,31.426428,-103.548855,10931.0,2019,10226.0,2.0,278.0,78.08,2.55,67.58,0.094,0.073,0.21,0.72,0.47,20.18,0.047,12.9,2.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1732,994,4.4
14356,31.957077,-103.637966,10589.0,2019,4363.0,6.0,380.0,78.18,2.58,48.77,0.073,0.06,0.19,0.75,0.37,22.77,0.042,15.9,2.27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,930,468,2.8
14357,31.846719,-104.368069,7532.0,2020,10917.0,2.0,80.0,86.77,2.53,80.42,0.107,0.084,0.2,0.71,0.4,6.68,0.051,4.1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1902,403,9.0
14358,31.911958,-103.87077,9727.0,2021,10362.0,6.0,675.0,60.57,2.6,254.74,0.065,0.054,0.15,0.8,0.37,36.12,0.033,22.5,1.51,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1800,852,5.7
14359,31.842011,-103.749984,11334.0,2022,10364.0,3.0,178.0,78.28,2.55,154.12,0.095,0.073,0.19,0.73,0.35,12.99,0.052,9.2,2.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1197,714,2.9
14360,31.612599,-103.271216,11752.0,2023,10219.0,4.0,149.0,95.8,2.51,101.48,0.116,0.097,0.24,0.66,0.33,13.82,0.064,9.6,3.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,902,750,0.9
14361,31.594244,-103.676554,10899.0,2021,10225.0,3.0,156.0,73.03,2.56,135.62,0.085,0.067,0.2,0.73,0.28,10.46,0.05,7.9,2.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1508,760,4.5
14362,31.999495,-103.73114,10099.0,2022,7055.0,1.0,470.0,74.07,2.56,48.84,0.069,0.074,0.18,0.75,0.35,34.63,0.042,19.6,2.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,656,391,1.6
14363,31.92799,-103.648596,11829.0,2023,10054.0,5.0,163.0,94.03,2.58,163.51,0.078,0.059,0.23,0.72,0.54,9.73,0.027,4.4,2.03,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1671,1056,3.7
14364,32.166828,-104.130081,7892.0,2013,4207.0,1.0,310.0,71.74,2.58,73.6,0.075,0.063,0.18,0.76,0.34,19.4,0.035,10.7,1.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250,132,0.7
14365,32.064985,-104.046905,9902.0,2019,9980.0,2.0,175.0,67.17,2.59,150.28,0.076,0.063,0.15,0.78,0.36,11.06,0.034,6.0,1.91,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1826,1044,4.7
14366,31.940297,-103.534226,12247.0,2019,9219.0,1.0,123.0,70.67,2.54,221.39,0.101,0.082,0.19,0.73,0.46,10.02,0.045,5.5,2.52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1560,1560,0.0
14367,31.466179,-103.561363,10703.0,2018,10166.0,2.0,147.0,81.96,2.54,190.83,0.102,0.082,0.19,0.73,0.24,12.0,0.066,9.6,3.26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1013,443,3.4
14368,31.385157,-103.113697,10535.0,2021,8083.0,1.0,699.0,47.21,2.63,345.48,0.049,0.044,0.07,0.88,0.5,30.87,0.024,16.5,1.37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,625,625,0.0
14369,31.051173,-102.944742,9788.0,2019,10106.0,1.0,203.0,76.34,2.51,59.84,0.119,0.086,0.22,0.7,0.34,17.57,0.066,13.3,3.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1194,952,1.5
14370,31.651879,-103.763009,10746.0,2019,10617.0,4.0,132.0,73.29,2.57,219.76,0.084,0.066,0.19,0.76,0.25,8.79,0.047,6.2,2.76,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1937,1035,5.4
14371,31.217247,-103.240242,9493.0,2022,9961.0,1.0,208.0,86.85,2.5,106.5,0.127,0.097,0.24,0.67,0.32,20.27,0.063,13.0,3.59,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,950,746,1.2
14372,31.861649,-104.021194,9500.0,2022,7670.0,3.0,143.0,83.06,2.55,86.83,0.097,0.078,0.2,0.72,0.42,10.85,0.04,5.8,3.21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1677,518,7.0
14373,31.818801,-104.224789,8801.0,2019,10171.0,3.0,146.0,80.89,2.59,110.16,0.067,0.054,0.19,0.76,0.5,7.92,0.033,4.8,2.19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1967,394,9.4
14374,31.939896,-103.808319,11330.0,2021,10246.0,3.0,199.0,67.3,2.57,116.93,0.081,0.065,0.17,0.77,0.38,12.98,0.043,8.5,2.07,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1539,717,4.9
14375,31.442431,-103.451274,10500.0,2016,4749.0,2.0,327.0,75.53,2.58,27.54,0.075,0.065,0.19,0.73,0.38,21.13,0.043,13.9,2.59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1032,494,3.2
14376,31.854863,-104.075422,9483.0,2017,9782.0,4.0,143.0,96.91,2.56,87.08,0.089,0.074,0.18,0.75,0.48,10.51,0.043,6.1,2.81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1854,977,5.3
14377,31.840085,-103.445095,12226.0,2017,3976.0,1.0,161.0,77.82,2.55,62.57,0.094,0.076,0.19,0.74,0.73,12.3,0.05,8.1,2.78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,753,670,0.5
14378,31.954247,-103.309229,12245.0,2018,7275.0,1.0,170.0,56.86,2.58,250.68,0.077,0.067,0.11,0.83,0.22,11.42,0.055,9.3,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1033,589,2.7
14379,31.913548,-103.881065,10424.0,2019,10351.0,5.0,141.0,71.02,2.55,103.54,0.088,0.067,0.2,0.72,0.45,9.44,0.037,5.2,2.64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,996,647,2.1
14380,31.825736,-103.554029,11840.0,2021,9933.0,4.0,135.0,94.22,2.53,149.97,0.105,0.083,0.21,0.71,0.27,11.29,0.057,7.7,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1248,904,2.1
14381,31.337474,-103.435321,11059.0,2019,9607.0,2.0,210.0,89.81,2.54,63.98,0.099,0.079,0.19,0.73,0.53,16.54,0.046,9.7,2.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,743,462,1.7
14382,32.62495,-104.076456,7989.0,2012,3762.0,2.0,354.0,71.0,2.61,175.91,0.056,0.049,0.14,0.82,0.24,17.52,0.033,11.6,1.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159,116,0.3
14383,32.152388,-104.243105,7156.0,2014,4628.0,4.0,351.0,65.33,2.56,98.72,0.09,0.073,0.17,0.76,0.39,25.65,0.043,15.2,2.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,742,279,2.8
14384,32.000607,-104.20982,7461.0,2017,6510.0,5.0,234.0,75.23,2.56,37.37,0.086,0.072,0.16,0.77,0.37,16.86,0.034,8.1,1.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1580,578,6.0
14385,31.869786,-104.051099,9696.0,2020,9712.0,3.0,170.0,73.06,2.56,113.1,0.088,0.072,0.18,0.75,0.52,12.16,0.039,6.6,2.89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3667,887,16.7
14386,31.895059,-104.124032,10362.0,2019,10143.0,1.0,422.0,80.75,2.56,72.3,0.086,0.074,0.19,0.74,0.31,31.21,0.058,24.6,3.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2176,227,11.7
14387,31.500551,-103.509066,10699.0,2020,8183.0,1.0,190.0,82.4,2.54,178.24,0.101,0.083,0.16,0.75,0.26,15.82,0.064,12.1,2.97,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1156,437,4.3
14388,32.050772,-104.058874,8224.0,2013,4240.0,1.0,371.0,76.28,2.56,49.09,0.091,0.072,0.17,0.75,0.42,26.83,0.038,13.9,1.82,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290,154,0.8
14389,32.095159,-103.535984,9484.0,2010,3871.0,5.0,386.0,27.49,2.56,595.1,0.086,0.078,0.07,0.86,0.24,30.2,0.06,23.1,1.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,478,257,1.3
14390,32.037397,-103.587632,12448.0,2017,4283.0,4.0,250.0,61.77,2.56,157.48,0.088,0.073,0.16,0.76,0.41,18.14,0.046,11.5,2.19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,845,542,1.8
14391,32.248089,-103.533657,10635.0,2022,7498.0,1.0,399.0,50.36,2.57,255.07,0.083,0.07,0.13,0.8,0.33,27.99,0.05,19.8,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1665,1055,3.7
14392,32.19267,-103.562737,10531.0,2022,4676.0,2.0,381.0,62.53,2.56,329.3,0.087,0.073,0.14,0.78,0.29,27.69,0.058,22.0,2.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,604,425,1.1
14393,32.341248,-103.741866,10259.0,2018,7073.0,2.0,355.0,69.96,2.58,28.0,0.075,0.063,0.16,0.78,0.52,22.29,0.028,9.8,1.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1323,842,2.9
14394,32.195246,-103.474884,10358.0,2020,10075.0,4.0,288.0,75.82,2.57,210.02,0.087,0.07,0.15,0.77,0.4,20.21,0.047,13.6,2.19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1637,902,4.4
14395,32.270074,-103.805042,9857.0,2019,13007.0,6.0,474.0,65.71,2.59,49.26,0.076,0.061,0.14,0.8,0.45,29.09,0.03,14.4,1.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1784,1151,3.8
14396,32.050694,-103.66731,12265.0,2020,10045.0,2.0,209.0,61.31,2.6,105.96,0.057,0.048,0.15,0.8,0.58,9.98,0.024,5.0,1.28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2402,1290,6.7
